3.0,1.0,1180,1.0,0,0,1180,0,1955,221900.0
3.0,2.25,2570,2.0,0,0,2170,400,1951,538000.0
2.0,1.0,770,1.0,0,0,770,0,1933,180000.0
4.0,3.0,1960,1.0,0,0,1050,910,1965,604000.0
3.0,2.0,1680,1.0,0,0,1680,0,1987,510000.0
4.0,4.5,5420,1.0,0,0,3890,1530,2001,1225000.0
3.0,2.25,1715,2.0,0,0,1715,0,1995,257500.0
3.0,1.5,1060,1.0,0,0,1060,0,1963,291850.0
3.0,1.0,1780,1.0,0,0,1050,730,1960,229500.0
3.0,2.5,1890,2.0,0,0,1890,0,2003,323000.0
3.0,2.5,3560,1.0,0,0,1860,1700,1965,662500.0
2.0,1.0,1160,1.0,0,0,860,300,1942,468000.0
3.0,1.0,1430,1.5,0,0,1430,0,1927,310000.0
3.0,1.75,1370,1.0,0,0,1370,0,1977,400000.0
5.0,2.0,1810,1.5,0,0,1810,0,1900,530000.0
4.0,3.0,2950,2.0,0,3,1980,970,1979,650000.0
3.0,2.0,1890,2.0,0,0,1890,0,1994,395000.0
4.0,1.0,1600,1.5,0,0,1600,0,1916,485000.0
2.0,1.0,1200,1.0,0,0,1200,0,1921,189000.0
3.0,1.0,1250,1.0,0,0,1250,0,1969,230000.0
4.0,1.75,1620,1.0,0,0,860,760,1947,385000.0
3.0,2.75,3050,1.0,0,4,2330,720,1968,2000000.0
5.0,2.5,2270,2.0,0,0,2270,0,1995,285000.0
2.0,1.5,1070,1.0,0,0,1070,0,1985,252700.0
3.0,2.25,2450,2.0,0,0,2450,0,1985,329000.0
3.0,2.0,1710,1.5,0,0,1710,0,1941,233000.0
3.0,1.75,2450,2.0,0,0,1750,700,1915,937000.0
3.0,1.0,1400,1.5,0,0,1400,0,1909,667000.0
3.0,1.75,1520,1.0,0,0,790,730,1948,438000.0
4.0,2.5,2570,2.0,0,0,2570,0,2005,719000.0
3.0,2.5,2320,2.0,0,0,2320,0,2003,580500.0
2.0,1.5,1190,3.0,0,0,1190,0,2005,280000.0
4.0,1.75,2330,1.5,0,0,1510,820,1929,687500.0
3.0,1.0,1090,1.5,0,0,1090,0,1929,535000.0
4.0,2.75,2060,1.0,0,0,1280,780,1981,322500.0
3.0,2.5,2300,1.5,0,0,1510,790,1930,696000.0
4.0,1.0,1660,1.0,0,0,930,730,1933,550000.0
4.0,2.0,2360,2.0,0,0,2360,0,1904,640000.0
4.0,1.0,1220,1.0,0,0,890,330,1969,240000.0
4.0,2.5,2620,2.0,0,0,2620,0,1996,605000.0
4.0,2.5,2570,2.0,0,0,2570,0,2000,625000.0
4.0,2.25,4220,1.0,0,0,2600,1620,1984,775000.0
5.0,2.75,3595,2.0,0,0,3595,0,2014,861990.0
3.0,1.0,1570,2.0,0,0,1570,0,1922,685000.0
3.0,1.0,1280,1.0,0,0,920,360,1959,309000.0
3.0,2.5,3160,2.0,0,0,3160,0,2003,488000.0
3.0,1.0,990,1.0,0,0,990,0,1966,210490.0
4.0,2.5,2290,2.0,0,0,2290,0,1981,785000.0
3.0,1.75,1250,1.0,0,0,1250,0,1953,450000.0
3.0,2.5,2753,1.0,1,2,2165,588,1953,1350000.0
3.0,1.0,1190,1.0,0,0,1190,0,1955,228000.0
5.0,2.5,3150,1.0,0,0,1640,1510,1966,345000.0
3.0,1.75,1410,1.0,0,0,1000,410,1950,600000.0
2.0,1.75,1980,1.0,0,0,990,990,1981,585000.0
5.0,2.25,2730,1.5,0,0,2130,600,1927,920000.0
4.0,2.5,2830,2.0,0,0,2830,0,1995,885000.0
4.0,2.5,2250,2.0,0,0,2250,0,2008,292500.0
3.0,2.5,2420,2.0,0,0,2420,0,2003,301000.0
5.0,3.25,3250,2.0,0,4,3250,0,1968,951000.0
4.0,3.0,1850,2.0,0,0,1850,0,1991,430000.0
3.0,2.25,2150,1.0,0,3,1590,560,1959,650000.0
3.0,1.75,1260,1.0,0,0,1260,0,1954,289000.0
3.0,1.75,2519,2.0,0,0,2519,0,1973,505000.0
3.0,1.75,1540,3.0,0,0,1540,0,2014,549000.0
3.0,2.25,1660,1.0,0,0,1110,550,1979,425000.0
3.0,2.75,2770,1.5,0,0,1770,1000,1925,317625.0
4.0,2.5,2720,2.0,0,0,2720,0,1989,975000.0
4.0,2.5,2240,2.0,0,0,2240,0,2005,287000.0
3.0,1.0,1000,1.0,0,0,1000,0,1968,204000.0
5.0,2.25,3200,1.0,0,0,1600,1600,1965,1325000.0
5.0,3.25,4770,1.0,0,0,3070,1700,1973,1040000.0
3.0,2.0,1260,1.0,0,0,1260,0,1972,325000.0
4.0,2.0,2750,1.5,0,0,2250,500,1916,571000.0
4.0,2.5,2380,2.0,0,0,2380,0,2005,360000.0
3.0,1.75,1790,1.0,0,0,1090,700,1965,349000.0
4.0,4.0,3430,2.0,0,0,2390,1040,1986,832500.0
4.0,1.75,1760,1.0,0,0,880,880,1956,380000.0
3.0,1.0,1040,1.0,0,0,1040,0,1941,480000.0
3.0,1.0,1410,1.0,0,0,910,500,1956,410000.0
4.0,2.5,3450,2.0,0,0,3450,0,2002,720000.0
3.0,2.5,2350,2.0,0,0,2350,0,2003,390000.0
4.0,2.5,1900,2.0,0,0,1900,0,1992,360000.0
2.0,1.0,2020,1.0,0,0,1010,1010,1948,355000.0
3.0,1.5,1680,1.0,0,0,1680,0,1964,356000.0
3.0,1.0,960,1.0,0,0,960,0,1952,315000.0
3.0,1.5,2140,2.0,0,0,1900,240,1925,940000.0
5.0,2.25,2660,1.5,0,0,2660,0,1961,305000.0
3.0,3.25,2770,2.0,0,0,1980,790,2006,461000.0
2.0,2.25,1610,2.0,0,0,1610,0,1979,215000.0
2.0,1.75,1030,2.0,0,0,765,265,2006,335000.0
4.0,2.5,1980,2.0,0,0,1980,0,1988,243500.0
5.0,2.75,3520,2.0,0,0,3520,0,2001,1099880.0
3.0,1.0,1200,1.0,0,0,1200,0,1962,153000.0
3.0,1.5,1580,1.0,0,0,1290,290,1939,430000.0
